asn=0    	id=-1  	Main	copying configuration file /home/bae/Documents/tsch-sim/examples/star/config.json to output directory /home/bae/Documents/tsch-sim/results/2021-05-16_21-25-20/config.json
asn=9831 	id=2   	App	skipping generation of a packet, for=1
asn=9831 	id=3   	App	skipping generation of a packet, for=1
asn=9833 	id=2   	App	skipping generation of a packet, for=1
asn=9833 	id=3   	App	skipping generation of a packet, for=1
asn=9835 	id=2   	App	skipping generation of a packet, for=1
asn=9835 	id=3   	App	skipping generation of a packet, for=1
asn=9837 	id=3   	App	skipping generation of a packet, for=1
asn=9837 	id=2   	App	skipping generation of a packet, for=1
asn=9839 	id=3   	App	skipping generation of a packet, for=1
asn=9839 	id=2   	App	skipping generation of a packet, for=1
asn=9841 	id=3   	App	skipping generation of a packet, for=1
asn=9841 	id=2   	App	skipping generation of a packet, for=1
asn=9843 	id=3   	App	skipping generation of a packet, for=1
asn=9843 	id=2   	App	skipping generation of a packet, for=1
asn=9845 	id=3   	App	skipping generation of a packet, for=1
asn=9845 	id=2   	App	skipping generation of a packet, for=1
asn=9847 	id=3   	App	skipping generation of a packet, for=1
asn=9847 	id=2   	App	skipping generation of a packet, for=1
asn=9849 	id=2   	App	skipping generation of a packet, for=1
asn=9849 	id=3   	App	skipping generation of a packet, for=1
asn=9851 	id=3   	App	skipping generation of a packet, for=1
asn=9851 	id=2   	App	skipping generation of a packet, for=1
asn=9853 	id=3   	App	skipping generation of a packet, for=1
asn=9853 	id=2   	App	skipping generation of a packet, for=1
asn=9855 	id=3   	App	skipping generation of a packet, for=1
asn=9855 	id=2   	App	skipping generation of a packet, for=1
asn=9857 	id=3   	App	skipping generation of a packet, for=1
asn=9857 	id=2   	App	skipping generation of a packet, for=1
asn=9859 	id=2   	App	skipping generation of a packet, for=1
asn=9859 	id=3   	App	skipping generation of a packet, for=1
asn=9861 	id=3   	App	skipping generation of a packet, for=1
asn=9861 	id=2   	App	skipping generation of a packet, for=1
asn=9863 	id=3   	App	skipping generation of a packet, for=1
asn=9863 	id=2   	App	skipping generation of a packet, for=1
asn=9865 	id=2   	App	skipping generation of a packet, for=1
asn=9865 	id=3   	App	skipping generation of a packet, for=1
asn=9867 	id=3   	App	skipping generation of a packet, for=1
asn=9867 	id=2   	App	skipping generation of a packet, for=1
asn=9869 	id=3   	App	skipping generation of a packet, for=1
asn=9869 	id=2   	App	skipping generation of a packet, for=1
asn=9871 	id=3   	App	skipping generation of a packet, for=1
asn=9871 	id=2   	App	skipping generation of a packet, for=1
asn=9871 	id=1   	RPL	DIO output to -1
asn=9873 	id=3   	App	skipping generation of a packet, for=1
asn=9873 	id=2   	App	skipping generation of a packet, for=1
asn=9875 	id=3   	App	skipping generation of a packet, for=1
asn=9875 	id=2   	App	skipping generation of a packet, for=1
asn=9877 	id=2   	App	skipping generation of a packet, for=1
asn=9877 	id=3   	App	skipping generation of a packet, for=1
asn=9879 	id=2   	App	skipping generation of a packet, for=1
asn=9879 	id=3   	App	skipping generation of a packet, for=1
asn=9881 	id=3   	App	skipping generation of a packet, for=1
asn=9881 	id=2   	App	skipping generation of a packet, for=1
asn=9883 	id=2   	App	skipping generation of a packet, for=1
asn=9883 	id=3   	App	skipping generation of a packet, for=1
asn=9885 	id=3   	App	skipping generation of a packet, for=1
asn=9885 	id=2   	App	skipping generation of a packet, for=1
asn=9887 	id=2   	App	skipping generation of a packet, for=1
asn=9887 	id=3   	App	skipping generation of a packet, for=1
asn=9889 	id=3   	App	skipping generation of a packet, for=1
asn=9889 	id=2   	App	skipping generation of a packet, for=1
asn=9889 	id=-1  	TSCH	error: chloe: stats_slots_tx_packet= 10
asn=9889 	id=-1  	TSCH	error: chloe: stats_slots_Rx_packet= 4
asn=9889 	id=2   	RPL	DIO input from 1
asn=9889 	id=2   	RPL	warning: no acceptable parent
asn=9889 	id=3   	RPL	DIO input from 1
asn=9889 	id=3   	RPL	warning: no acceptable parent
asn=9891 	id=3   	App	skipping generation of a packet, for=1
asn=9891 	id=2   	App	skipping generation of a packet, for=1
asn=9893 	id=2   	App	skipping generation of a packet, for=1
asn=9893 	id=3   	App	skipping generation of a packet, for=1
asn=9895 	id=3   	App	skipping generation of a packet, for=1
asn=9895 	id=2   	App	skipping generation of a packet, for=1
asn=9897 	id=2   	App	skipping generation of a packet, for=1
asn=9897 	id=3   	App	skipping generation of a packet, for=1
asn=9899 	id=2   	App	skipping generation of a packet, for=1
asn=9899 	id=3   	App	skipping generation of a packet, for=1
asn=9901 	id=3   	App	skipping generation of a packet, for=1
asn=9901 	id=2   	App	skipping generation of a packet, for=1
asn=9903 	id=2   	App	skipping generation of a packet, for=1
asn=9903 	id=3   	App	skipping generation of a packet, for=1
asn=9905 	id=3   	App	skipping generation of a packet, for=1
asn=9905 	id=2   	App	skipping generation of a packet, for=1
asn=9907 	id=3   	App	skipping generation of a packet, for=1
asn=9907 	id=2   	App	skipping generation of a packet, for=1
asn=9909 	id=2   	App	skipping generation of a packet, for=1
asn=9909 	id=3   	App	skipping generation of a packet, for=1
asn=9911 	id=3   	App	skipping generation of a packet, for=1
asn=9911 	id=2   	App	skipping generation of a packet, for=1
asn=9913 	id=2   	App	skipping generation of a packet, for=1
asn=9913 	id=3   	App	skipping generation of a packet, for=1
asn=9915 	id=2   	App	skipping generation of a packet, for=1
asn=9915 	id=3   	App	skipping generation of a packet, for=1
asn=9917 	id=2   	App	skipping generation of a packet, for=1
asn=9917 	id=3   	App	skipping generation of a packet, for=1
asn=9919 	id=3   	App	skipping generation of a packet, for=1
asn=9919 	id=2   	App	skipping generation of a packet, for=1
asn=9921 	id=2   	App	skipping generation of a packet, for=1
asn=9921 	id=3   	App	skipping generation of a packet, for=1
asn=9923 	id=2   	App	skipping generation of a packet, for=1
asn=9923 	id=3   	App	skipping generation of a packet, for=1
asn=9925 	id=3   	App	skipping generation of a packet, for=1
asn=9925 	id=2   	App	skipping generation of a packet, for=1
asn=9926 	id=-1  	TSCH	error: chloe: stats_slots_tx_packet= 16
asn=9926 	id=-1  	TSCH	error: chloe: stats_slots_Rx_packet= 4
asn=9927 	id=3   	App	skipping generation of a packet, for=1
asn=9927 	id=2   	App	skipping generation of a packet, for=1
asn=9929 	id=2   	App	skipping generation of a packet, for=1
asn=9929 	id=3   	App	skipping generation of a packet, for=1
asn=9931 	id=2   	App	skipping generation of a packet, for=1
asn=9931 	id=3   	App	skipping generation of a packet, for=1
asn=9933 	id=2   	App	skipping generation of a packet, for=1
asn=9933 	id=3   	App	skipping generation of a packet, for=1
asn=9935 	id=2   	App	skipping generation of a packet, for=1
asn=9935 	id=3   	App	skipping generation of a packet, for=1
asn=9937 	id=3   	App	skipping generation of a packet, for=1
asn=9937 	id=2   	App	skipping generation of a packet, for=1
asn=9939 	id=2   	App	skipping generation of a packet, for=1
asn=9939 	id=3   	App	skipping generation of a packet, for=1
asn=9941 	id=2   	App	skipping generation of a packet, for=1
asn=9941 	id=3   	App	skipping generation of a packet, for=1
asn=9943 	id=2   	App	skipping generation of a packet, for=1
asn=9943 	id=3   	App	skipping generation of a packet, for=1
asn=9945 	id=3   	App	skipping generation of a packet, for=1
asn=9945 	id=2   	App	skipping generation of a packet, for=1
asn=9947 	id=2   	App	skipping generation of a packet, for=1
asn=9947 	id=3   	App	skipping generation of a packet, for=1
asn=9949 	id=2   	App	skipping generation of a packet, for=1
asn=9949 	id=3   	App	skipping generation of a packet, for=1
asn=9951 	id=3   	App	skipping generation of a packet, for=1
asn=9951 	id=2   	App	skipping generation of a packet, for=1
asn=9953 	id=3   	App	skipping generation of a packet, for=1
asn=9953 	id=2   	App	skipping generation of a packet, for=1
asn=9955 	id=2   	App	skipping generation of a packet, for=1
asn=9955 	id=3   	App	skipping generation of a packet, for=1
asn=9957 	id=3   	App	skipping generation of a packet, for=1
asn=9957 	id=2   	App	skipping generation of a packet, for=1
asn=9959 	id=3   	App	skipping generation of a packet, for=1
asn=9959 	id=2   	App	skipping generation of a packet, for=1
asn=9961 	id=2   	App	skipping generation of a packet, for=1
asn=9961 	id=3   	App	skipping generation of a packet, for=1
asn=9963 	id=2   	App	skipping generation of a packet, for=1
asn=9963 	id=3   	App	skipping generation of a packet, for=1
asn=9965 	id=3   	App	skipping generation of a packet, for=1
asn=9965 	id=2   	App	skipping generation of a packet, for=1
asn=9967 	id=3   	App	skipping generation of a packet, for=1
asn=9967 	id=2   	App	skipping generation of a packet, for=1
asn=9969 	id=3   	App	skipping generation of a packet, for=1
asn=9969 	id=2   	App	skipping generation of a packet, for=1
asn=9971 	id=3   	App	skipping generation of a packet, for=1
asn=9971 	id=2   	App	skipping generation of a packet, for=1
asn=9973 	id=2   	App	skipping generation of a packet, for=1
asn=9973 	id=3   	App	skipping generation of a packet, for=1
asn=9975 	id=3   	App	skipping generation of a packet, for=1
asn=9975 	id=2   	App	skipping generation of a packet, for=1
asn=9977 	id=2   	App	skipping generation of a packet, for=1
asn=9977 	id=3   	App	skipping generation of a packet, for=1
asn=9979 	id=2   	App	skipping generation of a packet, for=1
asn=9979 	id=3   	App	skipping generation of a packet, for=1
asn=9981 	id=3   	App	skipping generation of a packet, for=1
asn=9981 	id=2   	App	skipping generation of a packet, for=1
asn=9983 	id=3   	App	skipping generation of a packet, for=1
asn=9983 	id=2   	App	skipping generation of a packet, for=1
asn=9985 	id=3   	App	skipping generation of a packet, for=1
asn=9985 	id=2   	App	skipping generation of a packet, for=1
asn=9987 	id=3   	App	skipping generation of a packet, for=1
asn=9987 	id=2   	App	skipping generation of a packet, for=1
asn=9989 	id=3   	App	skipping generation of a packet, for=1
asn=9989 	id=2   	App	skipping generation of a packet, for=1
asn=9991 	id=2   	App	skipping generation of a packet, for=1
asn=9991 	id=3   	App	skipping generation of a packet, for=1
asn=9993 	id=3   	App	skipping generation of a packet, for=1
asn=9993 	id=2   	App	skipping generation of a packet, for=1
asn=9995 	id=3   	App	skipping generation of a packet, for=1
asn=9995 	id=2   	App	skipping generation of a packet, for=1
asn=9997 	id=2   	App	skipping generation of a packet, for=1
asn=9997 	id=3   	App	skipping generation of a packet, for=1
asn=9999 	id=3   	App	skipping generation of a packet, for=1
asn=9999 	id=2   	App	skipping generation of a packet, for=1
asn=10001	id=2   	App	skipping generation of a packet, for=1
asn=10001	id=3   	App	skipping generation of a packet, for=1
asn=10003	id=3   	App	skipping generation of a packet, for=1
asn=10003	id=2   	App	skipping generation of a packet, for=1
asn=10005	id=3   	App	skipping generation of a packet, for=1
asn=10005	id=2   	App	skipping generation of a packet, for=1
asn=10007	id=2   	App	skipping generation of a packet, for=1
asn=10007	id=3   	App	skipping generation of a packet, for=1
asn=10009	id=2   	App	skipping generation of a packet, for=1
asn=10009	id=3   	App	skipping generation of a packet, for=1
asn=10011	id=2   	App	skipping generation of a packet, for=1
asn=10011	id=3   	App	skipping generation of a packet, for=1
asn=10013	id=2   	App	skipping generation of a packet, for=1
asn=10013	id=3   	App	skipping generation of a packet, for=1
asn=10015	id=2   	App	skipping generation of a packet, for=1
asn=10015	id=3   	App	skipping generation of a packet, for=1
asn=10017	id=3   	App	skipping generation of a packet, for=1
asn=10017	id=2   	App	skipping generation of a packet, for=1
asn=10019	id=3   	App	skipping generation of a packet, for=1
asn=10019	id=2   	App	skipping generation of a packet, for=1
asn=10021	id=3   	App	skipping generation of a packet, for=1
asn=10021	id=2   	App	skipping generation of a packet, for=1
asn=10023	id=3   	App	skipping generation of a packet, for=1
asn=10023	id=2   	App	skipping generation of a packet, for=1
asn=10025	id=2   	App	skipping generation of a packet, for=1
asn=10025	id=3   	App	skipping generation of a packet, for=1
asn=10027	id=3   	App	skipping generation of a packet, for=1
asn=10027	id=2   	App	skipping generation of a packet, for=1
asn=10029	id=3   	App	skipping generation of a packet, for=1
asn=10029	id=2   	App	skipping generation of a packet, for=1
asn=10031	id=3   	App	skipping generation of a packet, for=1
asn=10031	id=2   	App	skipping generation of a packet, for=1
asn=10033	id=2   	App	skipping generation of a packet, for=1
asn=10033	id=3   	App	skipping generation of a packet, for=1
asn=10035	id=2   	App	skipping generation of a packet, for=1
asn=10035	id=3   	App	skipping generation of a packet, for=1
asn=10037	id=2   	App	skipping generation of a packet, for=1
asn=10037	id=3   	App	skipping generation of a packet, for=1
asn=10039	id=3   	App	skipping generation of a packet, for=1
asn=10039	id=2   	App	skipping generation of a packet, for=1
asn=10041	id=2   	App	skipping generation of a packet, for=1
asn=10041	id=3   	App	skipping generation of a packet, for=1
asn=10043	id=3   	App	skipping generation of a packet, for=1
asn=10043	id=2   	App	skipping generation of a packet, for=1
asn=10045	id=3   	App	skipping generation of a packet, for=1
asn=10045	id=2   	App	skipping generation of a packet, for=1
asn=10047	id=2   	App	skipping generation of a packet, for=1
asn=10047	id=3   	App	skipping generation of a packet, for=1
asn=10049	id=2   	App	skipping generation of a packet, for=1
asn=10049	id=3   	App	skipping generation of a packet, for=1
asn=10051	id=3   	App	skipping generation of a packet, for=1
asn=10051	id=2   	App	skipping generation of a packet, for=1
asn=10053	id=2   	App	skipping generation of a packet, for=1
asn=10053	id=3   	App	skipping generation of a packet, for=1
asn=10055	id=3   	App	skipping generation of a packet, for=1
asn=10055	id=2   	App	skipping generation of a packet, for=1
asn=10057	id=2   	App	skipping generation of a packet, for=1
asn=10057	id=3   	App	skipping generation of a packet, for=1
asn=10059	id=3   	App	skipping generation of a packet, for=1
asn=10059	id=2   	App	skipping generation of a packet, for=1
asn=10061	id=2   	App	skipping generation of a packet, for=1
asn=10061	id=3   	App	skipping generation of a packet, for=1
asn=10063	id=3   	App	skipping generation of a packet, for=1
asn=10063	id=2   	App	skipping generation of a packet, for=1
asn=10065	id=3   	App	skipping generation of a packet, for=1
asn=10065	id=2   	App	skipping generation of a packet, for=1
asn=10067	id=3   	App	skipping generation of a packet, for=1
asn=10067	id=2   	App	skipping generation of a packet, for=1
asn=10069	id=2   	App	skipping generation of a packet, for=1
asn=10069	id=3   	App	skipping generation of a packet, for=1
asn=10071	id=2   	App	skipping generation of a packet, for=1
asn=10071	id=3   	App	skipping generation of a packet, for=1
asn=10073	id=3   	App	skipping generation of a packet, for=1
asn=10073	id=2   	App	skipping generation of a packet, for=1
asn=10075	id=3   	App	skipping generation of a packet, for=1
asn=10075	id=2   	App	skipping generation of a packet, for=1
asn=10077	id=2   	App	skipping generation of a packet, for=1
asn=10077	id=3   	App	skipping generation of a packet, for=1
asn=10079	id=2   	App	skipping generation of a packet, for=1
asn=10079	id=3   	App	skipping generation of a packet, for=1
asn=10081	id=3   	App	skipping generation of a packet, for=1
asn=10081	id=2   	App	skipping generation of a packet, for=1
asn=10083	id=3   	App	skipping generation of a packet, for=1
asn=10083	id=2   	App	skipping generation of a packet, for=1
asn=10085	id=3   	App	skipping generation of a packet, for=1
asn=10085	id=2   	App	skipping generation of a packet, for=1
asn=10087	id=2   	App	skipping generation of a packet, for=1
asn=10087	id=3   	App	skipping generation of a packet, for=1
asn=10089	id=3   	App	skipping generation of a packet, for=1
asn=10089	id=2   	App	skipping generation of a packet, for=1
asn=10091	id=2   	App	skipping generation of a packet, for=1
asn=10091	id=3   	App	skipping generation of a packet, for=1
asn=10093	id=3   	App	skipping generation of a packet, for=1
asn=10093	id=2   	App	skipping generation of a packet, for=1
asn=10095	id=2   	App	skipping generation of a packet, for=1
asn=10095	id=3   	App	skipping generation of a packet, for=1
asn=10097	id=2   	App	skipping generation of a packet, for=1
asn=10097	id=3   	App	skipping generation of a packet, for=1
asn=10099	id=2   	App	skipping generation of a packet, for=1
asn=10099	id=3   	App	skipping generation of a packet, for=1
asn=10101	id=3   	App	skipping generation of a packet, for=1
asn=10101	id=2   	App	skipping generation of a packet, for=1
asn=10103	id=3   	App	skipping generation of a packet, for=1
asn=10103	id=2   	App	skipping generation of a packet, for=1
asn=10105	id=3   	App	skipping generation of a packet, for=1
asn=10105	id=2   	App	skipping generation of a packet, for=1
asn=10107	id=3   	App	skipping generation of a packet, for=1
asn=10107	id=2   	App	skipping generation of a packet, for=1
asn=10109	id=2   	App	skipping generation of a packet, for=1
asn=10109	id=3   	App	skipping generation of a packet, for=1
asn=10111	id=2   	App	skipping generation of a packet, for=1
asn=10111	id=3   	App	skipping generation of a packet, for=1
asn=10113	id=2   	App	skipping generation of a packet, for=1
asn=10113	id=3   	App	skipping generation of a packet, for=1
asn=10115	id=2   	App	skipping generation of a packet, for=1
asn=10115	id=3   	App	skipping generation of a packet, for=1
asn=10117	id=2   	App	skipping generation of a packet, for=1
asn=10117	id=3   	App	skipping generation of a packet, for=1
asn=10119	id=2   	App	skipping generation of a packet, for=1
asn=10119	id=3   	App	skipping generation of a packet, for=1
asn=10121	id=2   	App	skipping generation of a packet, for=1
asn=10121	id=3   	App	skipping generation of a packet, for=1
asn=10122	id=3   	RPL	DIS output to -1
asn=10122	id=3   	RPL	warning: no acceptable parent
asn=10123	id=3   	App	skipping generation of a packet, for=1
asn=10123	id=2   	App	skipping generation of a packet, for=1
asn=10125	id=2   	App	skipping generation of a packet, for=1
asn=10125	id=3   	App	skipping generation of a packet, for=1
asn=10127	id=2   	App	skipping generation of a packet, for=1
asn=10127	id=3   	App	skipping generation of a packet, for=1
asn=10129	id=3   	App	skipping generation of a packet, for=1
asn=10129	id=2   	App	skipping generation of a packet, for=1
asn=10131	id=3   	App	skipping generation of a packet, for=1
asn=10131	id=2   	App	skipping generation of a packet, for=1
asn=10133	id=2   	App	skipping generation of a packet, for=1
asn=10133	id=3   	App	skipping generation of a packet, for=1
asn=10135	id=2   	App	skipping generation of a packet, for=1
asn=10135	id=3   	App	skipping generation of a packet, for=1
asn=10137	id=3   	App	skipping generation of a packet, for=1
asn=10137	id=2   	App	skipping generation of a packet, for=1
asn=10137	id=-1  	TSCH	error: chloe: stats_slots_tx_packet= 4
asn=10137	id=-1  	TSCH	error: chloe: stats_slots_Rx_packet= 10
asn=10137	id=1   	RPL	received a DIS from 3
asn=10137	id=3   	RPL	warning: no acceptable parent
asn=10139	id=2   	App	skipping generation of a packet, for=1
asn=10139	id=3   	App	skipping generation of a packet, for=1
asn=10141	id=2   	App	skipping generation of a packet, for=1
asn=10141	id=3   	App	skipping generation of a packet, for=1
asn=10143	id=3   	App	skipping generation of a packet, for=1
asn=10143	id=2   	App	skipping generation of a packet, for=1
asn=10145	id=2   	App	skipping generation of a packet, for=1
asn=10145	id=3   	App	skipping generation of a packet, for=1
asn=10147	id=3   	App	skipping generation of a packet, for=1
asn=10147	id=2   	App	skipping generation of a packet, for=1
asn=10149	id=2   	App	skipping generation of a packet, for=1
asn=10149	id=3   	App	skipping generation of a packet, for=1
asn=10151	id=2   	App	skipping generation of a packet, for=1
asn=10151	id=3   	App	skipping generation of a packet, for=1
asn=10153	id=2   	App	skipping generation of a packet, for=1
asn=10153	id=3   	App	skipping generation of a packet, for=1
asn=10155	id=3   	App	skipping generation of a packet, for=1
asn=10155	id=2   	App	skipping generation of a packet, for=1
asn=10157	id=2   	App	skipping generation of a packet, for=1
asn=10157	id=3   	App	skipping generation of a packet, for=1
asn=10159	id=2   	App	skipping generation of a packet, for=1
asn=10159	id=3   	App	skipping generation of a packet, for=1
asn=10161	id=2   	App	skipping generation of a packet, for=1
asn=10161	id=3   	App	skipping generation of a packet, for=1
asn=10163	id=2   	App	skipping generation of a packet, for=1
asn=10163	id=3   	App	skipping generation of a packet, for=1
asn=10165	id=3   	App	skipping generation of a packet, for=1
asn=10165	id=2   	App	skipping generation of a packet, for=1
asn=10167	id=2   	App	skipping generation of a packet, for=1
asn=10167	id=3   	App	skipping generation of a packet, for=1
asn=10169	id=3   	App	skipping generation of a packet, for=1
asn=10169	id=2   	App	skipping generation of a packet, for=1
asn=10171	id=3   	App	skipping generation of a packet, for=1
asn=10171	id=2   	App	skipping generation of a packet, for=1
asn=10173	id=2   	App	skipping generation of a packet, for=1
asn=10173	id=3   	App	skipping generation of a packet, for=1
asn=10175	id=3   	App	skipping generation of a packet, for=1
asn=10175	id=2   	App	skipping generation of a packet, for=1
asn=10177	id=2   	App	skipping generation of a packet, for=1
asn=10177	id=3   	App	skipping generation of a packet, for=1
asn=10179	id=2   	App	skipping generation of a packet, for=1
asn=10179	id=3   	App	skipping generation of a packet, for=1
asn=10181	id=3   	App	skipping generation of a packet, for=1
asn=10181	id=2   	App	skipping generation of a packet, for=1
asn=10183	id=2   	App	skipping generation of a packet, for=1
asn=10183	id=3   	App	skipping generation of a packet, for=1
asn=10185	id=3   	App	skipping generation of a packet, for=1
asn=10185	id=2   	App	skipping generation of a packet, for=1
asn=10187	id=2   	App	skipping generation of a packet, for=1
asn=10187	id=3   	App	skipping generation of a packet, for=1
asn=10189	id=3   	App	skipping generation of a packet, for=1
asn=10189	id=2   	App	skipping generation of a packet, for=1
asn=10191	id=3   	App	skipping generation of a packet, for=1
asn=10191	id=2   	App	skipping generation of a packet, for=1
asn=10193	id=2   	App	skipping generation of a packet, for=1
asn=10193	id=3   	App	skipping generation of a packet, for=1
asn=10195	id=2   	App	skipping generation of a packet, for=1
asn=10195	id=3   	App	skipping generation of a packet, for=1
asn=10197	id=2   	App	skipping generation of a packet, for=1
asn=10197	id=3   	App	skipping generation of a packet, for=1
asn=10199	id=3   	App	skipping generation of a packet, for=1
asn=10199	id=2   	App	skipping generation of a packet, for=1
asn=10201	id=2   	App	skipping generation of a packet, for=1
asn=10201	id=3   	App	skipping generation of a packet, for=1
asn=10203	id=2   	App	skipping generation of a packet, for=1
asn=10203	id=3   	App	skipping generation of a packet, for=1
asn=10205	id=3   	App	skipping generation of a packet, for=1
asn=10205	id=2   	App	skipping generation of a packet, for=1
asn=10207	id=3   	App	skipping generation of a packet, for=1
asn=10207	id=2   	App	skipping generation of a packet, for=1
asn=10209	id=2   	App	skipping generation of a packet, for=1
asn=10209	id=3   	App	skipping generation of a packet, for=1
asn=10211	id=2   	App	skipping generation of a packet, for=1
asn=10211	id=3   	App	skipping generation of a packet, for=1
asn=10213	id=3   	App	skipping generation of a packet, for=1
asn=10213	id=2   	App	skipping generation of a packet, for=1
asn=10215	id=2   	App	skipping generation of a packet, for=1
asn=10215	id=3   	App	skipping generation of a packet, for=1
asn=10217	id=2   	App	skipping generation of a packet, for=1
asn=10217	id=3   	App	skipping generation of a packet, for=1
asn=10219	id=2   	App	skipping generation of a packet, for=1
asn=10219	id=3   	App	skipping generation of a packet, for=1
asn=10221	id=3   	App	skipping generation of a packet, for=1
asn=10221	id=2   	App	skipping generation of a packet, for=1
asn=10223	id=3   	App	skipping generation of a packet, for=1
asn=10223	id=2   	App	skipping generation of a packet, for=1
asn=10225	id=2   	App	skipping generation of a packet, for=1
asn=10225	id=3   	App	skipping generation of a packet, for=1
asn=10227	id=3   	App	skipping generation of a packet, for=1
asn=10227	id=2   	App	skipping generation of a packet, for=1
asn=10229	id=2   	App	skipping generation of a packet, for=1
asn=10229	id=3   	App	skipping generation of a packet, for=1
asn=10231	id=3   	App	skipping generation of a packet, for=1
asn=10231	id=2   	App	skipping generation of a packet, for=1
asn=10233	id=2   	App	skipping generation of a packet, for=1
asn=10233	id=3   	App	skipping generation of a packet, for=1
asn=10235	id=3   	App	skipping generation of a packet, for=1
asn=10235	id=2   	App	skipping generation of a packet, for=1
asn=10237	id=2   	App	skipping generation of a packet, for=1
asn=10237	id=3   	App	skipping generation of a packet, for=1
asn=10239	id=2   	App	skipping generation of a packet, for=1
asn=10239	id=3   	App	skipping generation of a packet, for=1
asn=10241	id=3   	App	skipping generation of a packet, for=1
asn=10241	id=2   	App	skipping generation of a packet, for=1
asn=10243	id=3   	App	skipping generation of a packet, for=1
asn=10243	id=2   	App	skipping generation of a packet, for=1
asn=10245	id=3   	App	skipping generation of a packet, for=1
asn=10245	id=2   	App	skipping generation of a packet, for=1
asn=10247	id=3   	App	skipping generation of a packet, for=1
asn=10247	id=2   	App	skipping generation of a packet, for=1
asn=10249	id=2   	App	skipping generation of a packet, for=1
asn=10249	id=3   	App	skipping generation of a packet, for=1
asn=10251	id=2   	App	skipping generation of a packet, for=1
asn=10251	id=3   	App	skipping generation of a packet, for=1
asn=10253	id=3   	App	skipping generation of a packet, for=1
asn=10253	id=2   	App	skipping generation of a packet, for=1
asn=10255	id=2   	App	skipping generation of a packet, for=1
asn=10255	id=3   	App	skipping generation of a packet, for=1
asn=10257	id=2   	App	skipping generation of a packet, for=1
asn=10257	id=3   	App	skipping generation of a packet, for=1
asn=10259	id=2   	App	skipping generation of a packet, for=1
asn=10259	id=3   	App	skipping generation of a packet, for=1
asn=10261	id=3   	App	skipping generation of a packet, for=1
asn=10261	id=2   	App	skipping generation of a packet, for=1
asn=10263	id=3   	App	skipping generation of a packet, for=1
asn=10263	id=2   	App	skipping generation of a packet, for=1
asn=10265	id=2   	App	skipping generation of a packet, for=1
asn=10265	id=3   	App	skipping generation of a packet, for=1
asn=10267	id=3   	App	skipping generation of a packet, for=1
asn=10267	id=2   	App	skipping generation of a packet, for=1
asn=10269	id=3   	App	skipping generation of a packet, for=1
asn=10269	id=2   	App	skipping generation of a packet, for=1
asn=10271	id=3   	App	skipping generation of a packet, for=1
asn=10271	id=2   	App	skipping generation of a packet, for=1
asn=10273	id=2   	App	skipping generation of a packet, for=1
asn=10273	id=3   	App	skipping generation of a packet, for=1
asn=10275	id=3   	App	skipping generation of a packet, for=1
asn=10275	id=2   	App	skipping generation of a packet, for=1
asn=10277	id=3   	App	skipping generation of a packet, for=1
asn=10277	id=2   	App	skipping generation of a packet, for=1
asn=10279	id=3   	App	skipping generation of a packet, for=1
asn=10279	id=2   	App	skipping generation of a packet, for=1
asn=10281	id=2   	App	skipping generation of a packet, for=1
asn=10281	id=3   	App	skipping generation of a packet, for=1
asn=10283	id=2   	App	skipping generation of a packet, for=1
asn=10283	id=3   	App	skipping generation of a packet, for=1
asn=10285	id=2   	App	skipping generation of a packet, for=1
asn=10285	id=3   	App	skipping generation of a packet, for=1
asn=10287	id=3   	App	skipping generation of a packet, for=1
asn=10287	id=2   	App	skipping generation of a packet, for=1
asn=10289	id=2   	App	skipping generation of a packet, for=1
asn=10289	id=3   	App	skipping generation of a packet, for=1
asn=10291	id=2   	App	skipping generation of a packet, for=1
asn=10291	id=3   	App	skipping generation of a packet, for=1
asn=10293	id=2   	App	skipping generation of a packet, for=1
asn=10293	id=3   	App	skipping generation of a packet, for=1
asn=10293	id=1   	RPL	DIO output to -1
asn=10295	id=2   	App	skipping generation of a packet, for=1
asn=10295	id=3   	App	skipping generation of a packet, for=1
asn=10297	id=3   	App	skipping generation of a packet, for=1
asn=10297	id=2   	App	skipping generation of a packet, for=1
asn=10299	id=3   	App	skipping generation of a packet, for=1
asn=10299	id=2   	App	skipping generation of a packet, for=1
asn=10301	id=2   	App	skipping generation of a packet, for=1
asn=10301	id=3   	App	skipping generation of a packet, for=1
asn=10303	id=2   	App	skipping generation of a packet, for=1
asn=10303	id=3   	App	skipping generation of a packet, for=1
asn=10305	id=2   	App	skipping generation of a packet, for=1
asn=10305	id=3   	App	skipping generation of a packet, for=1
asn=10307	id=3   	App	skipping generation of a packet, for=1
asn=10307	id=2   	App	skipping generation of a packet, for=1
asn=10309	id=2   	App	skipping generation of a packet, for=1
asn=10309	id=3   	App	skipping generation of a packet, for=1
asn=10311	id=2   	App	skipping generation of a packet, for=1
asn=10311	id=3   	App	skipping generation of a packet, for=1
asn=10313	id=3   	App	skipping generation of a packet, for=1
asn=10313	id=2   	App	skipping generation of a packet, for=1
asn=10315	id=2   	App	skipping generation of a packet, for=1
asn=10315	id=3   	App	skipping generation of a packet, for=1
asn=10317	id=2   	App	skipping generation of a packet, for=1
asn=10317	id=3   	App	skipping generation of a packet, for=1
asn=10319	id=3   	App	skipping generation of a packet, for=1
asn=10319	id=2   	App	skipping generation of a packet, for=1
asn=10321	id=2   	App	skipping generation of a packet, for=1
